ObjectId,Join_Count,TARGET_FID,longitude,longitude_bnds,latitude,latitude_bnds,time (YYYYMMDDHHMMSS),time_bnds (YYYYMMDDHHMMSS),altitude (km),alt_bnds (km),xco2 (Moles Mole^{-1}),OBJECTID,County Name,State Name,STATE_FIPS,CNTY_FIPS,FIPS,Population (2017),Pop. per Sq. Mi.,POP2010,Population per Sq. Mi.,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,NO_FARMS12,AVE_SIZE12,CROP_ACR12,AVE_SALE12,SQMI,Shape_Leng,Shape__Area,Shape__Length,x,y
83,1,398,-83.10500622,-83.2295179367:-82.9804944992,32.98824689,32.8644306261:33.1120631573,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,2475,Baldwin,Georgia,13,009,13009,46287,173.10000000,45720,171.00000000,25121,18965,98,582,19,919,379,556,22683,23037,2775,2647,2407,4167,5767,5528,5161,6365,5395,3245,1651,612,34.10000000,34.20000000,34.10000000,16788,2.45000000,1999,2524,2469,3915,427,2142,10373,2.97000000,20159,3371,9939,6849,124.00000000,151.00000000,4453.00000000,9932.00000000,267.38000000,1.55774627,988822710.69531250,189464.88789382,-83.105006218363,32.9882468914694
84,1,402,-85.84426403,-85.9687757492:-85.7197523117,32.49298183,32.3691655637:32.6167980949,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1215,Macon,Alabama,01,087,01087,20174,32.90000000,21452,35.00000000,3319,17729,29,76,2,232,69,228,9826,11626,1169,1068,1249,2289,2450,2227,2255,2840,2874,1660,973,398,36.20000000,35.20000000,37.10000000,8499,2.32000000,1410,1566,849,1580,207,1354,5051,3.01000000,10259,1760,5393,3106,352.00000000,294.00000000,20117.00000000,43230.00000000,613.28000000,2.08758757,2233841963.67968750,248292.71970273,-85.8442640305127,32.4929818292688
85,1,414,-86.84035778,-86.9648694992:-86.7158460617,30.51192158,30.3881053143:30.6357378455,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,399,Santa Rosa,Florida,12,113,12113,171747,167.60000000,151372,147.70000000,132920,8205,1306,2759,217,6507,1463,4502,76422,74950,9197,9770,10620,10550,8875,18591,20893,24835,18581,12043,5801,1616,39.10000000,37.90000000,40.30000000,56910,2.59000000,5819,6329,13849,18614,1648,4294,41553,2.99000000,64760,7850,43453,13457,666.00000000,147.00000000,69610.00000000,94250.00000000,1024.96000000,4.76320605,3604571196.75781250,566897.17005105,-86.8403577802219,30.5119215798839
86,1,415,-86.84035778,-86.9648694992:-86.7158460617,30.75955411,30.6357378455:30.8833703766,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,399,Santa Rosa,Florida,12,113,12113,171747,167.60000000,151372,147.70000000,132920,8205,1306,2759,217,6507,1463,4502,76422,74950,9197,9770,10620,10550,8875,18591,20893,24835,18581,12043,5801,1616,39.10000000,37.90000000,40.30000000,56910,2.59000000,5819,6329,13849,18614,1648,4294,41553,2.99000000,64760,7850,43453,13457,666.00000000,147.00000000,69610.00000000,94250.00000000,1024.96000000,4.76320605,3604571196.75781250,566897.17005105,-86.8403577802219,30.7595541113741
87,1,416,-86.84035778,-86.9648694992:-86.7158460617,31.00718664,30.8833703766:31.1310029078,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1173,Escambia,Alabama,01,053,01053,38596,40.50000000,38319,40.20000000,23784,12220,1288,92,12,718,343,580,19766,18553,2385,2379,2391,2553,2227,5019,5239,5586,4728,3384,1814,614,39.10000000,38.00000000,40.50000000,14157,2.48000000,1693,2234,2662,3870,385,1653,9705,3.01000000,16486,2329,10285,3872,454.00000000,236.00000000,47671.00000000,89991.00000000,953.13000000,2.50296913,3379420496.44921875,289922.04096479,-86.8403577802219,31.0071866425716
88,1,417,-86.84035778,-86.9648694992:-86.7158460617,31.25481917,31.1310029078:31.378635439,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1173,Escambia,Alabama,01,053,01053,38596,40.50000000,38319,40.20000000,23784,12220,1288,92,12,718,343,580,19766,18553,2385,2379,2391,2553,2227,5019,5239,5586,4728,3384,1814,614,39.10000000,38.00000000,40.50000000,14157,2.48000000,1693,2234,2662,3870,385,1653,9705,3.01000000,16486,2329,10285,3872,454.00000000,236.00000000,47671.00000000,89991.00000000,953.13000000,2.50296913,3379420496.44921875,289922.04096479,-86.8403577802219,31.2548191735581
89,1,418,-86.84035778,-86.9648694992:-86.7158460617,31.50245170,31.378635439:31.6262679702,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1172,Conecuh,Alabama,01,035,01035,12742,14.90000000,13228,15.50000000,6788,6149,44,17,1,161,97,132,6412,6816,776,790,879,976,640,1331,1499,2010,1965,1343,768,251,43.20000000,41.90000000,44.30000000,5625,2.34000000,857,881,826,1527,132,722,3717,2.92000000,7093,1468,4238,1387,346.00000000,271.00000000,20081.00000000,47438.00000000,852.71000000,2.59646248,3042682102.37109375,309248.87311103,-86.8403577802219,31.502451704519
90,1,420,-86.84035778,-86.9648694992:-86.7158460617,31.75008424,31.6262679702:31.8739005014,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1178,Butler,Alabama,01,013,01013,20621,26.50000000,20947,26.90000000,11399,9095,60,177,7,191,48,161,9838,11109,1372,1351,1465,1391,1170,2527,2377,2980,2825,1829,1148,512,40.10000000,37.80000000,42.10000000,8491,2.43000000,1063,1463,1479,2199,181,1143,5739,3.00000000,9964,1473,5967,2524,407.00000000,217.00000000,21305.00000000,270633.00000000,777.88000000,1.83578581,2794811688.28906250,221320.93647265,-86.8403577802219,31.7500842356894
91,1,421,-86.84035778,-86.9648694992:-86.7158460617,31.99771677,31.8739005014:32.1215330325,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1179,Lowndes,Alabama,01,085,01085,10588,14.60000000,11299,15.60000000,2859,8310,25,14,0,87,31,60,5289,6010,746,705,771,860,699,1177,1314,1863,1509,986,482,187,40.60000000,39.00000000,41.80000000,4352,2.57000000,571,600,682,1062,97,710,3071,3.14000000,5140,788,3413,939,441.00000000,494.00000000,40040.00000000,173051.00000000,724.94000000,2.34335391,2627295523.40234375,282752.62075722,-86.8403577802219,31.997716767269
92,1,422,-86.84035778,-86.9648694992:-86.7158460617,32.24534930,32.1215330325:32.3691655637,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1179,Lowndes,Alabama,01,085,01085,10588,14.60000000,11299,15.60000000,2859,8310,25,14,0,87,31,60,5289,6010,746,705,771,860,699,1177,1314,1863,1509,986,482,187,40.60000000,39.00000000,41.80000000,4352,2.57000000,571,600,682,1062,97,710,3071,3.14000000,5140,788,3413,939,441.00000000,494.00000000,40040.00000000,173051.00000000,724.94000000,2.34335391,2627295523.40234375,282752.62075722,-86.8403577802219,32.2453492977851
93,1,423,-86.84035778,-86.9648694992:-86.7158460617,32.49298183,32.3691655637:32.6167980949,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1177,Autauga,Alabama,01,001,01001,56319,93.20000000,54571,90.30000000,42855,9643,232,474,32,1310,466,869,26569,28002,3579,3991,4290,4290,3080,6487,8243,8205,5860,4013,1982,551,36.90000000,35.90000000,37.80000000,20221,2.68000000,2012,2429,5522,5845,558,1821,15064,3.13000000,22135,1914,15248,4973,389.00000000,287.00000000,41293.00000000,50929.00000000,604.13000000,2.13726958,2207724132.38281250,258763.03048738,-86.8403577802219,32.4929818292688
94,1,424,-86.84035778,-86.9648694992:-86.7158460617,32.74061436,32.6167980949:32.8644306261,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1194,Chilton,Alabama,01,021,01021,44675,63.70000000,43643,62.30000000,36713,4230,155,130,55,3420,1854,506,21608,22035,2996,3075,2998,2983,2573,5696,5910,6197,5294,3445,1859,617,37.50000000,36.60000000,38.40000000,16558,2.61000000,1819,2076,4112,5133,490,1328,12092,3.06000000,19278,2720,12678,3880,543.00000000,168.00000000,23718.00000000,29537.00000000,700.82000000,2.09157001,2578949904.94921875,249289.97808769,-86.8403577802219,32.7406143602211
95,1,425,-86.84035778,-86.9648694992:-86.7158460617,32.98824689,32.8644306261:33.1120631573,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1194,Chilton,Alabama,01,021,01021,44675,63.70000000,43643,62.30000000,36713,4230,155,130,55,3420,1854,506,21608,22035,2996,3075,2998,2983,2573,5696,5910,6197,5294,3445,1859,617,37.50000000,36.60000000,38.40000000,16558,2.61000000,1819,2076,4112,5133,490,1328,12092,3.06000000,19278,2720,12678,3880,543.00000000,168.00000000,23718.00000000,29537.00000000,700.82000000,2.09157001,2578949904.94921875,249289.97808769,-86.8403577802219,32.9882468914694
96,1,460,-86.59133434,-86.7158460617:-86.4668226242,30.51192158,30.3881053143:30.6357378455,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,400,Okaloosa,Florida,12,091,12091,198210,211.30000000,180822,192.70000000,146582,16797,1068,5328,354,12296,3592,7101,90843,89979,11608,10881,10674,11942,13678,24995,21675,28748,21403,14094,8577,2547,38.20000000,36.30000000,40.10000000,72379,2.43000000,8943,9958,14435,22189,1959,5812,48457,2.92000000,92407,20028,47095,25284,477.00000000,129.00000000,18649.00000000,21562.00000000,938.20000000,4.08953654,3297740747.54687500,489355.93334704,-86.5913343432438,30.5119215798839
97,1,461,-86.59133434,-86.7158460617:-86.4668226242,30.75955411,30.6357378455:30.8833703766,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,400,Okaloosa,Florida,12,091,12091,198210,211.30000000,180822,192.70000000,146582,16797,1068,5328,354,12296,3592,7101,90843,89979,11608,10881,10674,11942,13678,24995,21675,28748,21403,14094,8577,2547,38.20000000,36.30000000,40.10000000,72379,2.43000000,8943,9958,14435,22189,1959,5812,48457,2.92000000,92407,20028,47095,25284,477.00000000,129.00000000,18649.00000000,21562.00000000,938.20000000,4.08953654,3297740747.54687500,489355.93334704,-86.5913343432438,30.7595541113741
98,1,462,-86.59133434,-86.7158460617:-86.4668226242,31.00718664,30.8833703766:31.1310029078,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1205,Covington,Alabama,01,039,01039,38108,36.50000000,37765,36.20000000,32022,4716,214,155,1,483,135,522,18288,19477,2265,2347,2408,2482,1961,4110,4518,5651,5084,3725,2309,905,42.30000000,40.50000000,44.10000000,15531,2.39000000,1866,2501,2988,4815,392,1304,10539,2.91000000,18829,3298,11480,4051,1051.00000000,198.00000000,65452.00000000,114025.00000000,1043.77000000,2.38661801,3710299776.76562500,288983.38016978,-86.5913343432438,31.0071866425716
99,1,463,-86.59133434,-86.7158460617:-86.4668226242,31.25481917,31.1310029078:31.378635439,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1205,Covington,Alabama,01,039,01039,38108,36.50000000,37765,36.20000000,32022,4716,214,155,1,483,135,522,18288,19477,2265,2347,2408,2482,1961,4110,4518,5651,5084,3725,2309,905,42.30000000,40.50000000,44.10000000,15531,2.39000000,1866,2501,2988,4815,392,1304,10539,2.91000000,18829,3298,11480,4051,1051.00000000,198.00000000,65452.00000000,114025.00000000,1043.77000000,2.38661801,3710299776.76562500,288983.38016978,-86.5913343432438,31.2548191735581
100,1,464,-86.59133434,-86.7158460617:-86.4668226242,31.50245170,31.378635439:31.6262679702,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1205,Covington,Alabama,01,039,01039,38108,36.50000000,37765,36.20000000,32022,4716,214,155,1,483,135,522,18288,19477,2265,2347,2408,2482,1961,4110,4518,5651,5084,3725,2309,905,42.30000000,40.50000000,44.10000000,15531,2.39000000,1866,2501,2988,4815,392,1304,10539,2.91000000,18829,3298,11480,4051,1051.00000000,198.00000000,65452.00000000,114025.00000000,1043.77000000,2.38661801,3710299776.76562500,288983.38016978,-86.5913343432438,31.502451704519
101,1,465,-86.59133434,-86.7158460617:-86.4668226242,31.75008424,31.6262679702:31.8739005014,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1178,Butler,Alabama,01,013,01013,20621,26.50000000,20947,26.90000000,11399,9095,60,177,7,191,48,161,9838,11109,1372,1351,1465,1391,1170,2527,2377,2980,2825,1829,1148,512,40.10000000,37.80000000,42.10000000,8491,2.43000000,1063,1463,1479,2199,181,1143,5739,3.00000000,9964,1473,5967,2524,407.00000000,217.00000000,21305.00000000,270633.00000000,777.88000000,1.83578581,2794811688.28906250,221320.93647265,-86.5913343432438,31.7500842356894
102,1,466,-86.59133434,-86.7158460617:-86.4668226242,31.99771677,31.8739005014:32.1215330325,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1179,Lowndes,Alabama,01,085,01085,10588,14.60000000,11299,15.60000000,2859,8310,25,14,0,87,31,60,5289,6010,746,705,771,860,699,1177,1314,1863,1509,986,482,187,40.60000000,39.00000000,41.80000000,4352,2.57000000,571,600,682,1062,97,710,3071,3.14000000,5140,788,3413,939,441.00000000,494.00000000,40040.00000000,173051.00000000,724.94000000,2.34335391,2627295523.40234375,282752.62075722,-86.5913343432438,31.997716767269
103,1,467,-86.59133434,-86.7158460617:-86.4668226242,32.24534930,32.1215330325:32.3691655637,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1179,Lowndes,Alabama,01,085,01085,10588,14.60000000,11299,15.60000000,2859,8310,25,14,0,87,31,60,5289,6010,746,705,771,860,699,1177,1314,1863,1509,986,482,187,40.60000000,39.00000000,41.80000000,4352,2.57000000,571,600,682,1062,97,710,3071,3.14000000,5140,788,3413,939,441.00000000,494.00000000,40040.00000000,173051.00000000,724.94000000,2.34335391,2627295523.40234375,282752.62075722,-86.5913343432438,32.2453492977851
104,1,468,-86.59133434,-86.7158460617:-86.4668226242,32.49298183,32.3691655637:32.6167980949,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1177,Autauga,Alabama,01,001,01001,56319,93.20000000,54571,90.30000000,42855,9643,232,474,32,1310,466,869,26569,28002,3579,3991,4290,4290,3080,6487,8243,8205,5860,4013,1982,551,36.90000000,35.90000000,37.80000000,20221,2.68000000,2012,2429,5522,5845,558,1821,15064,3.13000000,22135,1914,15248,4973,389.00000000,287.00000000,41293.00000000,50929.00000000,604.13000000,2.13726958,2207724132.38281250,258763.03048738,-86.5913343432438,32.4929818292688
105,1,469,-86.59133434,-86.7158460617:-86.4668226242,32.74061436,32.6167980949:32.8644306261,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1194,Chilton,Alabama,01,021,01021,44675,63.70000000,43643,62.30000000,36713,4230,155,130,55,3420,1854,506,21608,22035,2996,3075,2998,2983,2573,5696,5910,6197,5294,3445,1859,617,37.50000000,36.60000000,38.40000000,16558,2.61000000,1819,2076,4112,5133,490,1328,12092,3.06000000,19278,2720,12678,3880,543.00000000,168.00000000,23718.00000000,29537.00000000,700.82000000,2.09157001,2578949904.94921875,249289.97808769,-86.5913343432438,32.7406143602211
106,1,505,-85.84426403,-85.9687757492:-85.7197523117,32.74061436,32.6167980949:32.8644306261,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1243,Tallapoosa,Alabama,01,123,01123,40942,53.40000000,41616,54.30000000,29087,11083,121,197,8,1042,713,407,20190,21426,2410,2372,2691,2848,2237,4396,5298,6186,5985,4107,2292,794,42.30000000,41.30000000,43.40000000,16985,2.42000000,2037,2587,2871,5343,452,1811,11762,2.91000000,22111,5126,12330,4655,345.00000000,177.00000000,8438.00000000,30635.00000000,766.21000000,2.16446748,2820515315.52343750,266953.20093966,-85.8442640305127,32.7406143602211
107,1,508,-86.34231091,-86.4668226242:-86.2177991867,30.51192158,30.3881053143:30.6357378455,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,402,Walton,Florida,12,131,12131,64209,60.00000000,55043,51.50000000,48351,3178,488,499,58,2921,1169,1300,28177,26866,3355,3159,2916,3124,2945,6938,7116,8714,7833,5458,2630,855,42.10000000,40.60000000,43.90000000,22301,2.38000000,2846,3317,3853,7106,634,1586,14512,2.87000000,45132,22831,16194,6107,670.00000000,221.00000000,30700.00000000,42633.00000000,1069.31000000,3.95134698,3754947936.32031250,472651.58406098,-86.3423109053673,30.5119215798839
108,1,511,-86.34231091,-86.4668226242:-86.2177991867,30.75955411,30.6357378455:30.8833703766,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,402,Walton,Florida,12,131,12131,64209,60.00000000,55043,51.50000000,48351,3178,488,499,58,2921,1169,1300,28177,26866,3355,3159,2916,3124,2945,6938,7116,8714,7833,5458,2630,855,42.10000000,40.60000000,43.90000000,22301,2.38000000,2846,3317,3853,7106,634,1586,14512,2.87000000,45132,22831,16194,6107,670.00000000,221.00000000,30700.00000000,42633.00000000,1069.31000000,3.95134698,3754947936.32031250,472651.58406098,-86.3423109053673,30.7595541113741
109,1,514,-86.34231091,-86.4668226242:-86.2177991867,31.00718664,30.8833703766:31.1310029078,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1205,Covington,Alabama,01,039,01039,38108,36.50000000,37765,36.20000000,32022,4716,214,155,1,483,135,522,18288,19477,2265,2347,2408,2482,1961,4110,4518,5651,5084,3725,2309,905,42.30000000,40.50000000,44.10000000,15531,2.39000000,1866,2501,2988,4815,392,1304,10539,2.91000000,18829,3298,11480,4051,1051.00000000,198.00000000,65452.00000000,114025.00000000,1043.77000000,2.38661801,3710299776.76562500,288983.38016978,-86.3423109053673,31.0071866425716
110,1,517,-86.34231091,-86.4668226242:-86.2177991867,31.25481917,31.1310029078:31.378635439,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1205,Covington,Alabama,01,039,01039,38108,36.50000000,37765,36.20000000,32022,4716,214,155,1,483,135,522,18288,19477,2265,2347,2408,2482,1961,4110,4518,5651,5084,3725,2309,905,42.30000000,40.50000000,44.10000000,15531,2.39000000,1866,2501,2988,4815,392,1304,10539,2.91000000,18829,3298,11480,4051,1051.00000000,198.00000000,65452.00000000,114025.00000000,1043.77000000,2.38661801,3710299776.76562500,288983.38016978,-86.3423109053673,31.2548191735581
111,1,520,-86.34231091,-86.4668226242:-86.2177991867,31.50245170,31.378635439:31.6262679702,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1210,Crenshaw,Alabama,01,041,01041,14145,23.20000000,13906,22.80000000,10097,3254,57,189,8,204,99,202,6714,7192,829,943,924,989,734,1495,1787,2122,1873,1189,711,310,40.70000000,39.00000000,42.20000000,5652,2.44000000,695,892,1111,1640,129,552,3882,2.97000000,6735,1083,4141,1511,575.00000000,226.00000000,29013.00000000,250133.00000000,610.88000000,2.31750994,2193809360.49609375,285206.86941498,-86.3423109053673,31.502451704519
112,1,521,-84.10109997,-84.2256116867:-83.9765882492,30.26428905,30.1404727831:30.3881053143,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,413,Wakulla,Florida,12,129,12129,32143,52.20000000,30776,49.90000000,25224,4464,191,172,18,1016,148,559,16992,13784,1740,2000,1951,1905,1770,4276,4778,5167,3850,2123,958,258,38.70000000,38.20000000,39.30000000,10490,2.61000000,1153,1186,2439,3180,381,912,7591,3.03000000,12804,2314,8469,2021,171.00000000,181.00000000,1998.00000000,13322.00000000,616.28000000,5.31295513,2142714267.09179688,630290.72924329,-84.1010999680723,30.2642890489216
113,1,523,-86.34231091,-86.4668226242:-86.2177991867,31.75008424,31.6262679702:31.8739005014,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1210,Crenshaw,Alabama,01,041,01041,14145,23.20000000,13906,22.80000000,10097,3254,57,189,8,204,99,202,6714,7192,829,943,924,989,734,1495,1787,2122,1873,1189,711,310,40.70000000,39.00000000,42.20000000,5652,2.44000000,695,892,1111,1640,129,552,3882,2.97000000,6735,1083,4141,1511,575.00000000,226.00000000,29013.00000000,250133.00000000,610.88000000,2.31750994,2193809360.49609375,285206.86941498,-86.3423109053673,31.7500842356894
114,1,524,-84.10109997,-84.2256116867:-83.9765882492,30.51192158,30.3881053143:30.6357378455,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,414,Leon,Florida,12,073,12073,288630,411.10000000,275487,392.40000000,173480,83520,775,8053,140,15361,3397,6122,131134,144353,15350,14877,14690,27231,43722,39954,30360,33593,29730,14633,7930,3417,29.70000000,28.90000000,30.60000000,110945,2.35000000,14548,18818,17190,23484,2366,10094,60908,2.94000000,124136,13191,60393,50552,284.00000000,286.00000000,6563.00000000,13492.00000000,702.05000000,2.51606039,2455146338.78320313,296161.60295800,-84.1010999680723,30.5119215798839
115,1,526,-86.34231091,-86.4668226242:-86.2177991867,31.99771677,31.8739005014:32.1215330325,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1210,Crenshaw,Alabama,01,041,01041,14145,23.20000000,13906,22.80000000,10097,3254,57,189,8,204,99,202,6714,7192,829,943,924,989,734,1495,1787,2122,1873,1189,711,310,40.70000000,39.00000000,42.20000000,5652,2.44000000,695,892,1111,1640,129,552,3882,2.97000000,6735,1083,4141,1511,575.00000000,226.00000000,29013.00000000,250133.00000000,610.88000000,2.31750994,2193809360.49609375,285206.86941498,-86.3423109053673,31.997716767269
116,1,527,-84.10109997,-84.2256116867:-83.9765882492,30.75955411,30.6357378455:30.8833703766,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,416,Grady,Georgia,13,131,13131,25489,55.40000000,25011,54.30000000,15716,7176,182,106,21,2500,1417,393,12115,12896,1890,1785,1704,1659,1516,3155,3154,3556,3056,2064,1088,384,37.60000000,36.10000000,39.00000000,9418,2.63000000,957,1332,1998,2676,284,1060,6730,3.10000000,10760,1342,6312,3106,471.00000000,277.00000000,54392.00000000,210690.00000000,460.24000000,1.39497328,1623347894.84179688,169434.84701651,-84.1010999680723,30.7595541113741
117,1,546,-85.09719372,-85.2217054367:-84.9726819992,29.76902399,29.6452077207:29.8928402519,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,408,Franklin,Florida,12,037,12037,11622,21.40000000,11549,21.30000000,9540,1589,58,26,7,529,133,196,6656,4893,593,525,539,514,692,1799,1486,1716,1670,1281,544,190,42.50000000,39.70000000,46.70000000,4254,2.29000000,602,646,638,1397,131,314,2722,2.79000000,8652,4398,3164,1090,20.00000000,90.00000000,797.00000000,28523.00000000,543.00000000,6.53202074,1876927856.20312500,765124.75423031,-85.0971937177816,29.7690239862139
118,1,547,-85.09719372,-85.2217054367:-84.9726819992,30.01665652,29.8928402519:30.1404727831,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,410,Liberty,Florida,12,077,12077,8737,10.40000000,8365,9.90000000,6462,1497,89,17,0,518,158,142,5092,3273,462,493,517,493,548,1387,1311,1368,898,539,284,65,37.10000000,36.50000000,38.40000000,2525,2.57000000,305,328,548,713,100,260,1775,3.05000000,3357,832,1909,616,80.00000000,177.00000000,1169.00000000,18750.00000000,843.54000000,3.02967553,2937093874.89453125,359114.30243059,-85.0971937177816,30.0166565178778
119,1,548,-85.09719372,-85.2217054367:-84.9726819992,30.26428905,30.1404727831:30.3881053143,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,404,Calhoun,Florida,12,013,12013,14630,25.50000000,14625,25.50000000,11818,2011,165,75,12,755,198,346,7955,6670,909,814,886,869,895,1992,2029,2196,1777,1320,693,245,39.70000000,38.60000000,41.40000000,5061,2.52000000,624,747,1027,1443,183,456,3450,3.03000000,5999,938,3887,1174,218.00000000,197.00000000,18907.00000000,91098.00000000,574.40000000,1.87866902,2006643768.86718750,222915.64956449,-85.0971937177816,30.2642890489216
120,1,549,-85.09719372,-85.2217054367:-84.9726819992,30.51192158,30.3881053143:30.6357378455,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,404,Calhoun,Florida,12,013,12013,14630,25.50000000,14625,25.50000000,11818,2011,165,75,12,755,198,346,7955,6670,909,814,886,869,895,1992,2029,2196,1777,1320,693,245,39.70000000,38.60000000,41.40000000,5061,2.52000000,624,747,1027,1443,183,456,3450,3.03000000,5999,938,3887,1174,218.00000000,197.00000000,18907.00000000,91098.00000000,574.40000000,1.87866902,2006643768.86718750,222915.64956449,-85.0971937177816,30.5119215798839
121,1,550,-85.09719372,-85.2217054367:-84.9726819992,30.75955411,30.6357378455:30.8833703766,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,406,Jackson,Florida,12,063,12063,50086,52.50000000,49746,52.10000000,34373,13231,335,239,51,2143,596,921,27252,22494,2610,2769,2697,3170,3237,6344,7087,7537,6494,4355,2477,969,40.60000000,39.10000000,43.00000000,17417,2.40000000,2258,2769,2957,5078,520,1752,11637,2.92000000,21003,3586,12880,4537,1160.00000000,226.00000000,117569.00000000,79907.00000000,954.70000000,2.25285740,3361882822.60351563,265007.37940557,-85.0971937177816,30.7595541113741
122,1,551,-85.09719372,-85.2217054367:-84.9726819992,31.00718664,30.8833703766:31.1310029078,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1209,Houston,Alabama,01,069,01069,106275,182.80000000,101547,174.60000000,71053,26176,446,820,49,2995,1244,1759,48740,52807,6731,7051,6936,6690,5986,12866,13220,14761,12631,8168,4829,1678,38.40000000,37.00000000,39.70000000,40969,2.44000000,4884,6247,7952,11664,1022,4535,28041,2.96000000,45319,4350,26931,14038,816.00000000,243.00000000,97381.00000000,109336.00000000,581.50000000,2.10446078,2062918618.46289063,246565.11456634,-85.0971937177816,31.0071866425716
123,1,555,-85.84426403,-85.9687757492:-85.7197523117,32.98824689,32.8644306261:33.1120631573,20140702120000.00000000,20140101000000:20150101000000,181.51799011,0.0:363.035980225,-999999.00000000,1243,Tallapoosa,Alabama,01,123,01123,40942,53.40000000,41616,54.30000000,29087,11083,121,197,8,1042,713,407,20190,21426,2410,2372,2691,2848,2237,4396,5298,6186,5985,4107,2292,794,42.30000000,41.30000000,43.40000000,16985,2.42000000,2037,2587,2871,5343,452,1811,11762,2.91000000,22111,5126,12330,4655,345.00000000,177.00000000,8438.00000000,30635.00000000,766.21000000,2.16446748,2820515315.52343750,266953.20093966,-85.8442640305127,32.9882468914694
